product_url,product_name,product_sku,product_price,product_img,product_description,color
https://www.next.co.il/he/_next/data/1014384/he/style/su410287/e96298.json,"שחור - חולצת ג'רזי עבה עם מרקם, %100 כותנה",E96-298,83,"https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/E96298s.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/E96298s2.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/E96298s3.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/E96298s4.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/E96298s5.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/E96298s6.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/E96298s7.jpg","<p data-sl-variant=""toneOfVoice"">ספורט אלגנט מעולם לא נראה טוב כמו חולצות החולצות עם המרקם הזה. Pieces קצרים חולצות מסוגנן זה מעוצב בהתאמה נינוחה מבד בעל מרקם כבד משקל עם כיסי תיקון קדמיים גדולים. סופר תכליתי, שמלה למטה עם ג'ינס ונעלי ספורט או סגנון עם מכנסיים מחוייטים ונעלי מוקסין.</p><ul><li>בד בעל מרקם כבד</li><li>גזרה נוחה</li><li>Piecesבגדים ליבה</li></ul>",שחור
https://www.next.co.il/he/_next/data/1014384/he/style/su464407/ah1077.json,לבן - 100% Cotton Relaxed Fit Short Sleeve Cheesecloth Shirt,AH1-077,103,"https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/AH1077s.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/AH1077s2.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/AH1077s3.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/AH1077s4.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/AH1077s5.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/AH1077s6.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/AH1077s7.jpg","חולצות במרקם של 100% כותנה לא פשוט, הכוללות בד בינוני, בגזרה רגילה וכפתורים.",לבן
https://www.next.co.il/he/_next/data/1014384/he/style/su410287/e96300.json,"ורוד - חולצת ג'רזי עבה עם מרקם, %100 כותנה",E96-300,83,"https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/E96300s.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/E96300s2.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/E96300s3.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/E96300s4.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/E96300s5.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/E96300s6.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/E96300s7.jpg","<p data-sl-variant=""toneOfVoice"">ספורט אלגנט מעולם לא נראה טוב כמו חולצות החולצות עם המרקם הזה. Pieces קצרים חולצות מסוגנן זה מעוצב בהתאמה נינוחה מבד בעל מרקם כבד משקל עם כיסי תיקון קדמיים גדולים. סופר תכליתי, שמלה למטה עם ג'ינס ונעלי ספורט או סגנון עם מכנסיים מחוייטים ונעלי מוקסין.</p><ul><li>בד בעל מרקם כבד</li><li>גזרה נוחה</li><li>Piecesבגדים ליבה</li></ul>",ורוד
https://www.next.co.il/he/_next/data/1014384/he/style/su464407/ah1087.json,כחול כהה - 100% Cotton Relaxed Fit Short Sleeve Cheesecloth Shirt,AH1-087,103,"https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/AH1087s.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/AH1087s2.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/AH1087s3.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/AH1087s4.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/AH1087s5.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/AH1087s6.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/AH1087s7.jpg","חולצות במרקם של 100% כותנה לא פשוט, הכוללות בד בינוני, בגזרה רגילה וכפתורים.",כחול כהה
https://www.next.co.il/he/_next/data/1014384/he/style/su478442/ah1090.json,לבן - חולצת שרוול קצר מפשתן 100% של Signature,AH1-090,131,"https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/AH1090s.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/AH1090s2.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/AH1090s3.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/AH1090s4.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/AH1090s5.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/AH1090s6.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/AH1090s7.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/AH1090s8.jpg","<p data-sl-variant=""toneOfVoice"">תהיה מוכן לנופש עם חולצות לבן פשתן. מושלם ללבוש רגיל לחג, בגזרה רגילה חולצות זה עשוי מפשתן קל משקל ומלא עם שרוולים קצרים, הידוק מכופתרת וכיס חזה. שלב עם מכנסיים קצרים או מכנסי צ'ינו למראה קיץ מאושר. </p><ul><li>100% פשתן</li><li>שרוול קצר.</li><li>גזרה רגילה</li><li>רכיסת כפתורים</li><li>כיס על החזה<br /></li></ul>",לבן
https://www.next.co.il/he/_next/data/1014384/he/style/su166207/b56989.json,כחול כהה - Reiss Medina Zipped Interlock-Jersey Overshirt,B56-989,1225,"https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/B56989s.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/B56989s2.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/B56989s3.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/B56989s4.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/B56989s5.jpg","<p data-sl-variant=""toneOfVoice"">הג'רזי המשולב הזה כחול ז'קט בעל מבנה סריג כפול לחום עילאי, סטרץ' ורכות. הוא מסתיים עם רוכסן בחזית וכולל כיסי חזה. </p><ul><li>Interlock jersey for supreme warmth, stretch, and softness compared to regular jersey yarn</li><li>צווארוןנקודתי </li><li>Zip-front closure </li><li>Press-stud chest pockets </li><li>שרוולים ארוכים</li></ul><p>The model is wearing a size M.</p><p>Measurements of model: 6ft 2'' / 188cm.</p>",כחול כהה
https://www.next.co.il/he/_next/data/1014384/he/style/su166207/n18495.json,אפור כהה - Reiss Medina Zipped Interlock-Jersey Overshirt,N18-495,1225,"https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/N18495s.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/N18495s2.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/N18495s3.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/N18495s4.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/N18495s5.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/N18495s6.jpg","<p data-sl-variant=""toneOfVoice"">סוודר ג'רזי אינטרלוק בצבע טאופ זה בעל מבנה סריגה כפולה לחום, סטרץ' ורכות מעולים. הוא מסתיים עם רוכסן מלפנים וכולל כיסים בחזה.</p><ul><li>Interlock jersey for supreme warmth, stretch, and softness compared to regular jersey yarn </li><li>צווארוןנקודתי </li><li>Zip-front closure </li><li>Press-stud chest pockets </li><li>שרוולים ארוכים </li></ul><p>The model is wearing a size M.</p><p>Measurements of model: 6ft 2'' / 188cm.</p>",אפור כהה
https://www.next.co.il/he/_next/data/1014384/he/style/su464407/ah1096.json,ירוק - 100% Cotton Relaxed Fit Short Sleeve Cheesecloth Shirt,AH1-096,103,"https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/AH1096s.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/AH1096s2.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/AH1096s3.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/AH1096s4.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/AH1096s5.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/AH1096s6.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/AH1096s7.jpg","חולצות במרקם של 100% כותנה לא פשוט, הכוללות בד בינוני, בגזרה רגילה וכפתורים.",ירוק
https://www.next.co.il/he/_next/data/1014384/he/style/su415133/aa1174.json,"כחול כהה - חולצה עם שרוולים קצרים במרקם ואפל, %100 כותנה",AA1-174,103,"https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/AA1174s.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/AA1174s2.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/AA1174s3.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/AA1174s4.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/AA1174s5.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/AA1174s6.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/AA1174s7.jpg","<p data-sl-variant=""toneOfVoice"">תגידו שלום לסגנון הקיץ עם שרוולים קצרים לגברים שלנו וופל/במרקם וופל חולצות כותנה במרקם. חתוך בגזרה רגילה עם צווארון קלאסי וסגירת כפתורים, חולצות כותנה טהורה זו בגימור דק עם מרקם וופל/במרקם וופל אופנתי לתוספת כישרון. </p><ul><li>100% כותנה </li><li>גזרה רגילה </li><li>רכיסה קדמית בכפתורים </li><li>שרוול קצר. </li><li>וופל/במרקם וופל מרקם </li></ul>",כחול כהה
https://www.next.co.il/he/_next/data/1014384/he/style/su299210/b87212.json,לבן - Threadbare חולצה עם שרוולים קצרים מתערובת פשתן עם צווארון שטוח,B87-212,159,"https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/B87212s.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/B87212s2.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/B87212s3.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/B87212s4.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/B87212s5.jpg","<p data-sl-variant=""toneOfVoice"">חולצות קלות משקל אלו מבית Threadbare תכינו אותך לחודשי הקיץ. Craft Blend תערובת מגניב של פשתן, חולצות בהתאמה רגילה זו כוללת צווארון כבוד עם תפירה במחט אחת וסגירת מכופתרות. </p><p>השרוולים קצרים ופתחי האוורור המפוצלים בצד מציעים נוחות ויכולת נשימה. שלם עם תפר עול אחורי לתוספת פרטים, חולצות זה מושלם לטיולים מזדמנים או התכנסויות על החוף. חבר אותו למכנסיים קצרים גזרה מחוייטת או מכנסיים קלים למראה רגוע.<br /></p>",לבן
https://www.next.co.il/he/_next/data/1014384/he/style/su415133/ac2746.json,"שחור - חולצה עם שרוולים קצרים במרקם ואפל, %100 כותנה",AC2-746,103,"https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/AC2746s.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/AC2746s2.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/AC2746s3.jpg
https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/AC2746s4.jpg","<p data-sl-variant=""toneOfVoice"">תגידו שלום לסגנון הקיץ עם שרוולים קצרים לגברים שלנו וופל/במרקם וופל חולצות כותנה במרקם. חתוך בגזרה רגילה עם צווארון קלאסי וסגירת כפתורים, חולצות כותנה טהורה זו בגימור דק עם מרקם וופל/במרקם וופל אופנתי לתוספת כישרון. </p><ul><li>100% כותנה </li><li>גזרה רגילה </li><li>רכיסה קדמית בכפתורים </li><li>שרוול קצר. </li><li>וופל/במרקם וופל מרקם </li></ul>",שחור
